,NSC #1,Drug name,FDA status,Mechanism of action,NSC #2,Drug name.1,FDA status.1,Mechanism of action.1
732,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS,715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
733,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
734,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS,747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
735,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS,747974.0,Raloxifene,FDA approved,Ho|SERM
736,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS,749226.0,Abiraterone,FDA approved,Ho|CYP17A1
737,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
738,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS,755986.0,Vismodegib,FDA approved,SMO|PK:YK
739,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
740,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
741,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
742,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS,761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
743,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS,763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
744,24559.0,Mithramycin,FDA approved,Db|Rs,752.0,6-THIOGUANINE,FDA approved,Ds|IMPDH2|IMPDH
745,24559.0,Mithramycin,FDA approved,Db|Rs,3053.0,Actinomycin D,FDA approved,Db
746,24559.0,Mithramycin,FDA approved,Db|Rs,3088.0,Chlorambucil,FDA approved,A7|AlkAg
747,24559.0,Mithramycin,FDA approved,Db|Rs,6396.0,Thiotepa,FDA approved,A7|AlkAg
748,24559.0,Mithramycin,FDA approved,Db|Rs,8806.0,Melphalan,FDA approved,A7|AlkAg
749,24559.0,Mithramycin,FDA approved,Db|Rs,9706.0,Triethylenemelamine,FDA approved,A7|AlkAg
750,24559.0,Mithramycin,FDA approved,Db|Rs,13875.0,Altretamine,FDA approved,Db|AlkAg
751,24559.0,Mithramycin,FDA approved,Db|Rs,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
752,24559.0,Mithramycin,FDA approved,Db|Rs,27640.0,Floxuridine,FDA approved,Ds|TYMS
753,24559.0,Mithramycin,FDA approved,Db|Rs,34462.0,Uracil mustard,FDA approved,A7|AlkAg
754,24559.0,Mithramycin,FDA approved,Db|Rs,45388.0,DACARBAZINE,FDA approved,A7|AlkAg
755,24559.0,Mithramycin,FDA approved,Db|Rs,63878.0,Cytarabine,FDA approved,Ds
756,24559.0,Mithramycin,FDA approved,Db|Rs,67574.0,Vincristine,FDA approved,TUBB|Tu-frag
757,24559.0,Mithramycin,FDA approved,Db|Rs,71423.0,Megestrol acetate,FDA approved,Ho|PGR
758,24559.0,Mithramycin,FDA approved,Db|Rs,79037.0,Lomustine,FDA approved,A6|AlkAg
759,24559.0,Mithramycin,FDA approved,Db|Rs,82151.0,Daunorubicin,FDA approved,TOP2
760,24559.0,Mithramycin,FDA approved,Db|Rs,102816.0,AZACITIDINE,FDA approved,DNMT
761,24559.0,Mithramycin,FDA approved,Db|Rs,105014.0,Cladribine,FDA approved,Ds|ADA
762,24559.0,Mithramycin,FDA approved,Db|Rs,118218.0,Fludarabine,FDA approved,Ds|AM|Dr|STAT1
763,24559.0,Mithramycin,FDA approved,Db|Rs,122758.0,Isotretinoin,FDA approved,Ho|RXR|Differentiator
764,24559.0,Mithramycin,FDA approved,Db|Rs,122819.0,Teniposide,FDA approved,TOP2
765,24559.0,Mithramycin,FDA approved,Db|Rs,125973.0,Paclitaxel,FDA approved,TUBB|Tu-stab
766,24559.0,Mithramycin,FDA approved,Db|Rs,141540.0,Etoposide,FDA approved,TOP2
767,24559.0,Mithramycin,FDA approved,Db|Rs,169780.0,Dexrazoxane,FDA approved,TOP2|NonCan:Cardioprotective
768,24559.0,Mithramycin,FDA approved,Db|Rs,180973.0,Tamoxifen,FDA approved,Ho|SERM
769,24559.0,Mithramycin,FDA approved,Db|Rs,241240.0,Carboplatin,FDA approved,A7|AlkAg
770,24559.0,Mithramycin,FDA approved,Db|Rs,279836.0,MITOXANTRONE,FDA approved,TOP2
771,24559.0,Mithramycin,FDA approved,Db|Rs,362856.0,Temozolomide,FDA approved,A7|AlkAg
772,24559.0,Mithramycin,FDA approved,Db|Rs,608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
773,24559.0,Mithramycin,FDA approved,Db|Rs,628503.0,Docetaxel,FDA approved,TUBB|Tu-stab
774,24559.0,Mithramycin,FDA approved,Db|Rs,673596.0,7-Ethyl-10-hydroxycamptothecin,FDA approved,TOP1
775,24559.0,Mithramycin,FDA approved,Db|Rs,698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
776,24559.0,Mithramycin,FDA approved,Db|Rs,701852.0,Vorinostat,FDA approved,HDAC
777,24559.0,Mithramycin,FDA approved,Db|Rs,713563.0,Exemestane,FDA approved,Ho|CYP19A1
778,24559.0,Mithramycin,FDA approved,Db|Rs,715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
779,24559.0,Mithramycin,FDA approved,Db|Rs,719345.0,Letrozole,FDA approved,Ho|CYP19A1
780,24559.0,Mithramycin,FDA approved,Db|Rs,719627.0,Celecoxib,FDA approved,AM|PTGS2|COX2|NonCan:NSAID
781,24559.0,Mithramycin,FDA approved,Db|Rs,721517.0,Zoledronate,FDA approved,AM|NonCan:Anti-bone resorp
782,24559.0,Mithramycin,FDA approved,Db|Rs,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT"
783,24559.0,Mithramycin,FDA approved,Db|Rs,733504.0,Everolimus,FDA approved,"PK:STK,MTOR"
784,24559.0,Mithramycin,FDA approved,Db|Rs,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
785,24559.0,Mithramycin,FDA approved,Db|Rs,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK
786,24559.0,Mithramycin,FDA approved,Db|Rs,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR"
787,24559.0,Mithramycin,FDA approved,Db|Rs,747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
788,24559.0,Mithramycin,FDA approved,Db|Rs,747974.0,Raloxifene,FDA approved,Ho|SERM
789,24559.0,Mithramycin,FDA approved,Db|Rs,749226.0,Abiraterone,FDA approved,Ho|CYP17A1
790,24559.0,Mithramycin,FDA approved,Db|Rs,750690.0,Sunitinib,FDA approved,"PK:YK,PDGFR,KIT,VEGFR,Multikinase"
791,24559.0,Mithramycin,FDA approved,Db|Rs,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
792,24559.0,Mithramycin,FDA approved,Db|Rs,754143.0,Depsipeptide,FDA approved,HDAC
793,24559.0,Mithramycin,FDA approved,Db|Rs,755986.0,Vismodegib,FDA approved,SMO|PK:YK
794,24559.0,Mithramycin,FDA approved,Db|Rs,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
795,24559.0,Mithramycin,FDA approved,Db|Rs,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
796,24559.0,Mithramycin,FDA approved,Db|Rs,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
797,24559.0,Mithramycin,FDA approved,Db|Rs,761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
798,24559.0,Mithramycin,FDA approved,Db|Rs,763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
799,25154.0,Pipobroman,FDA approved,A7|AlkAg,740.0,METHOTREXATE,FDA approved,Df|DHFR
800,25154.0,Pipobroman,FDA approved,A7|AlkAg,752.0,6-THIOGUANINE,FDA approved,Ds|IMPDH2|IMPDH
801,25154.0,Pipobroman,FDA approved,A7|AlkAg,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT
802,25154.0,Pipobroman,FDA approved,A7|AlkAg,762.0,Nitrogen mustard,FDA approved,A7|AlkAg
803,25154.0,Pipobroman,FDA approved,A7|AlkAg,3053.0,Actinomycin D,FDA approved,Db
804,25154.0,Pipobroman,FDA approved,A7|AlkAg,3088.0,Chlorambucil,FDA approved,A7|AlkAg
805,25154.0,Pipobroman,FDA approved,A7|AlkAg,6396.0,Thiotepa,FDA approved,A7|AlkAg
806,25154.0,Pipobroman,FDA approved,A7|AlkAg,8806.0,Melphalan,FDA approved,A7|AlkAg
807,25154.0,Pipobroman,FDA approved,A7|AlkAg,9706.0,Triethylenemelamine,FDA approved,A7|AlkAg
808,25154.0,Pipobroman,FDA approved,A7|AlkAg,13875.0,Altretamine,FDA approved,Db|AlkAg
809,25154.0,Pipobroman,FDA approved,A7|AlkAg,14229.0,Acrichine,FDA approved,Db|AP
810,25154.0,Pipobroman,FDA approved,A7|AlkAg,18509.0,Aminolevulinic acid,FDA approved,AM
811,25154.0,Pipobroman,FDA approved,A7|AlkAg,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
812,25154.0,Pipobroman,FDA approved,A7|AlkAg,24559.0,Mithramycin,FDA approved,Db|Rs
813,25154.0,Pipobroman,FDA approved,A7|AlkAg,27640.0,Floxuridine,FDA approved,Ds|TYMS
814,25154.0,Pipobroman,FDA approved,A7|AlkAg,32065.0,Hydroxyurea,FDA approved,AM|Dr
815,25154.0,Pipobroman,FDA approved,A7|AlkAg,34462.0,Uracil mustard,FDA approved,A7|AlkAg
816,25154.0,Pipobroman,FDA approved,A7|AlkAg,38721.0,Mitotane,FDA approved,A7|Ho|AlkAg|anti-Ho|CYP11A1
817,25154.0,Pipobroman,FDA approved,A7|AlkAg,45388.0,DACARBAZINE,FDA approved,A7|AlkAg
818,25154.0,Pipobroman,FDA approved,A7|AlkAg,49842.0,Vinblastine,FDA approved,TUBB|Tu-frag
819,25154.0,Pipobroman,FDA approved,A7|AlkAg,63878.0,Cytarabine,FDA approved,Ds
820,25154.0,Pipobroman,FDA approved,A7|AlkAg,67574.0,Vincristine,FDA approved,TUBB|Tu-frag
821,25154.0,Pipobroman,FDA approved,A7|AlkAg,71423.0,Megestrol acetate,FDA approved,Ho|PGR
822,25154.0,Pipobroman,FDA approved,A7|AlkAg,79037.0,Lomustine,FDA approved,A6|AlkAg
823,25154.0,Pipobroman,FDA approved,A7|AlkAg,82151.0,Daunorubicin,FDA approved,TOP2
824,25154.0,Pipobroman,FDA approved,A7|AlkAg,102816.0,AZACITIDINE,FDA approved,DNMT
825,25154.0,Pipobroman,FDA approved,A7|AlkAg,105014.0,Cladribine,FDA approved,Ds|ADA
826,25154.0,Pipobroman,FDA approved,A7|AlkAg,118218.0,Fludarabine,FDA approved,Ds|AM|Dr|STAT1
827,25154.0,Pipobroman,FDA approved,A7|AlkAg,122758.0,Isotretinoin,FDA approved,Ho|RXR|Differentiator
828,25154.0,Pipobroman,FDA approved,A7|AlkAg,122819.0,Teniposide,FDA approved,TOP2
829,25154.0,Pipobroman,FDA approved,A7|AlkAg,123127.0,Doxorubicin,FDA approved,TOP2
830,25154.0,Pipobroman,FDA approved,A7|AlkAg,125066.0,Bleomycin,FDA approved,Db
831,25154.0,Pipobroman,FDA approved,A7|AlkAg,125973.0,Paclitaxel,FDA approved,TUBB|Tu-stab
832,25154.0,Pipobroman,FDA approved,A7|AlkAg,138783.0,Bendamustine,FDA approved,A2|A6|AlkAg
833,25154.0,Pipobroman,FDA approved,A7|AlkAg,141540.0,Etoposide,FDA approved,TOP2
834,25154.0,Pipobroman,FDA approved,A7|AlkAg,169780.0,Dexrazoxane,FDA approved,TOP2|NonCan:Cardioprotective
835,25154.0,Pipobroman,FDA approved,A7|AlkAg,180973.0,Tamoxifen,FDA approved,Ho|SERM
836,25154.0,Pipobroman,FDA approved,A7|AlkAg,226080.0,RAPAMYCIN,FDA approved,"PK:STK,MTOR"
837,25154.0,Pipobroman,FDA approved,A7|AlkAg,241240.0,Carboplatin,FDA approved,A7|AlkAg
838,25154.0,Pipobroman,FDA approved,A7|AlkAg,246131.0,Valrubicin,FDA approved,TOP2
839,25154.0,Pipobroman,FDA approved,A7|AlkAg,279836.0,MITOXANTRONE,FDA approved,TOP2
840,25154.0,Pipobroman,FDA approved,A7|AlkAg,362856.0,Temozolomide,FDA approved,A7|AlkAg
841,25154.0,Pipobroman,FDA approved,A7|AlkAg,606869.0,Clofarabine,FDA approved,Ds
842,25154.0,Pipobroman,FDA approved,A7|AlkAg,608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
843,25154.0,Pipobroman,FDA approved,A7|AlkAg,613327.0,Gemcitabine,FDA approved,Ds
844,25154.0,Pipobroman,FDA approved,A7|AlkAg,628503.0,Docetaxel,FDA approved,TUBB|Tu-stab
845,25154.0,Pipobroman,FDA approved,A7|AlkAg,673596.0,7-Ethyl-10-hydroxycamptothecin,FDA approved,TOP1
846,25154.0,Pipobroman,FDA approved,A7|AlkAg,686673.0,Nelarabine,FDA approved,Ds
847,25154.0,Pipobroman,FDA approved,A7|AlkAg,698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
848,25154.0,Pipobroman,FDA approved,A7|AlkAg,701852.0,Vorinostat,FDA approved,HDAC
849,25154.0,Pipobroman,FDA approved,A7|AlkAg,712807.0,Capecitabine,FDA approved,Ds|TYMS
850,25154.0,Pipobroman,FDA approved,A7|AlkAg,713563.0,Exemestane,FDA approved,Ho|CYP19A1
851,25154.0,Pipobroman,FDA approved,A7|AlkAg,715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
852,25154.0,Pipobroman,FDA approved,A7|AlkAg,719276.0,Fulvestrant,FDA approved,AM|Ho|ESR|SERM
853,25154.0,Pipobroman,FDA approved,A7|AlkAg,719344.0,Anastrozole,FDA approved,Ho|CYP19A1
854,25154.0,Pipobroman,FDA approved,A7|AlkAg,719345.0,Letrozole,FDA approved,Ho|CYP19A1
855,25154.0,Pipobroman,FDA approved,A7|AlkAg,719627.0,Celecoxib,FDA approved,AM|PTGS2|COX2|NonCan:NSAID
856,25154.0,Pipobroman,FDA approved,A7|AlkAg,721517.0,Zoledronate,FDA approved,AM|NonCan:Anti-bone resorp
857,25154.0,Pipobroman,FDA approved,A7|AlkAg,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT"
858,25154.0,Pipobroman,FDA approved,A7|AlkAg,733504.0,Everolimus,FDA approved,"PK:STK,MTOR"
859,25154.0,Pipobroman,FDA approved,A7|AlkAg,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
860,25154.0,Pipobroman,FDA approved,A7|AlkAg,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK
861,25154.0,Pipobroman,FDA approved,A7|AlkAg,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR"
862,25154.0,Pipobroman,FDA approved,A7|AlkAg,747599.0,Nilotinib,FDA approved,BCR-ABL|PK:YK
863,25154.0,Pipobroman,FDA approved,A7|AlkAg,747971.0,Sorafenib,FDA approved,"PK:YK,PDGFR,BRAF,KIT,VEGFR,Multikinase"
864,25154.0,Pipobroman,FDA approved,A7|AlkAg,747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
865,25154.0,Pipobroman,FDA approved,A7|AlkAg,747974.0,Raloxifene,FDA approved,Ho|SERM
866,25154.0,Pipobroman,FDA approved,A7|AlkAg,749226.0,Abiraterone,FDA approved,Ho|CYP17A1
867,25154.0,Pipobroman,FDA approved,A7|AlkAg,750690.0,Sunitinib,FDA approved,"PK:YK,PDGFR,KIT,VEGFR,Multikinase"
868,25154.0,Pipobroman,FDA approved,A7|AlkAg,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
869,25154.0,Pipobroman,FDA approved,A7|AlkAg,754143.0,Depsipeptide,FDA approved,HDAC
870,25154.0,Pipobroman,FDA approved,A7|AlkAg,754230.0,pralatrexate,FDA approved,Df|CTNNB1|DHFR
871,25154.0,Pipobroman,FDA approved,A7|AlkAg,755986.0,Vismodegib,FDA approved,SMO|PK:YK
872,25154.0,Pipobroman,FDA approved,A7|AlkAg,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
873,25154.0,Pipobroman,FDA approved,A7|AlkAg,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
874,25154.0,Pipobroman,FDA approved,A7|AlkAg,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
875,25154.0,Pipobroman,FDA approved,A7|AlkAg,761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
876,25154.0,Pipobroman,FDA approved,A7|AlkAg,763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
877,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,740.0,METHOTREXATE,FDA approved,Df|DHFR
878,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,750.0,Busulfan,FDA approved,A7|AlkAg
879,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,752.0,6-THIOGUANINE,FDA approved,Ds|IMPDH2|IMPDH
880,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT
881,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,762.0,Nitrogen mustard,FDA approved,A7|AlkAg
882,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,1390.0,Allopurinol,FDA approved,AM|XDH
883,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,3053.0,Actinomycin D,FDA approved,Db
884,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,3088.0,Chlorambucil,FDA approved,A7|AlkAg
885,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,6396.0,Thiotepa,FDA approved,A7|AlkAg
886,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,8806.0,Melphalan,FDA approved,A7|AlkAg
887,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,9706.0,Triethylenemelamine,FDA approved,A7|AlkAg
888,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,13875.0,Altretamine,FDA approved,Db|AlkAg
889,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,14229.0,Acrichine,FDA approved,Db|AP
890,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,18509.0,Aminolevulinic acid,FDA approved,AM
891,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
892,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,24559.0,Mithramycin,FDA approved,Db|Rs
893,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,25154.0,Pipobroman,FDA approved,A7|AlkAg
894,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,26980.0,Mitomycin,FDA approved,A2|AlkAg
895,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,27640.0,Floxuridine,FDA approved,Ds|TYMS
896,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,32065.0,Hydroxyurea,FDA approved,AM|Dr
897,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,34462.0,Uracil mustard,FDA approved,A7|AlkAg
898,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,38721.0,Mitotane,FDA approved,A7|Ho|AlkAg|anti-Ho|CYP11A1
899,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,45388.0,DACARBAZINE,FDA approved,A7|AlkAg
900,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,45923.0,Methoxsalen,FDA approved,Db
901,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,49842.0,Vinblastine,FDA approved,TUBB|Tu-frag
902,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,63878.0,Cytarabine,FDA approved,Ds
903,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,66847.0,Thalidomide,FDA approved,Ang|Immunomodulatory
904,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,67574.0,Vincristine,FDA approved,TUBB|Tu-frag
905,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,71423.0,Megestrol acetate,FDA approved,Ho|PGR
906,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,77213.0,Procarbazine,FDA approved,A7|AlkAg
907,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,79037.0,Lomustine,FDA approved,A6|AlkAg
908,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,82151.0,Daunorubicin,FDA approved,TOP2
909,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,85998.0,STREPTOZOCIN,FDA approved,A7|AlkAg
910,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,102816.0,AZACITIDINE,FDA approved,DNMT
911,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,105014.0,Cladribine,FDA approved,Ds|ADA
912,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,118218.0,Fludarabine,FDA approved,Ds|AM|Dr|STAT1
913,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,122758.0,Isotretinoin,FDA approved,Ho|RXR|Differentiator
914,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,122819.0,Teniposide,FDA approved,TOP2
915,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,123127.0,Doxorubicin,FDA approved,TOP2
916,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,125066.0,Bleomycin,FDA approved,Db
917,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,125973.0,Paclitaxel,FDA approved,TUBB|Tu-stab
918,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,138783.0,Bendamustine,FDA approved,A2|A6|AlkAg
919,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,141540.0,Etoposide,FDA approved,TOP2
920,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,169780.0,Dexrazoxane,FDA approved,TOP2|NonCan:Cardioprotective
921,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,180973.0,Tamoxifen,FDA approved,Ho|SERM
922,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,226080.0,RAPAMYCIN,FDA approved,"PK:STK,MTOR"
923,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,241240.0,Carboplatin,FDA approved,A7|AlkAg
924,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,246131.0,Valrubicin,FDA approved,TOP2
925,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,279836.0,MITOXANTRONE,FDA approved,TOP2
926,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,362856.0,Temozolomide,FDA approved,A7|AlkAg
927,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,606869.0,Clofarabine,FDA approved,Ds
928,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
929,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,613327.0,Gemcitabine,FDA approved,Ds
930,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,628503.0,Docetaxel,FDA approved,TUBB|Tu-stab
931,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,673596.0,7-Ethyl-10-hydroxycamptothecin,FDA approved,TOP1
932,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,686673.0,Nelarabine,FDA approved,Ds
933,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
934,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,701852.0,Vorinostat,FDA approved,HDAC
935,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,712807.0,Capecitabine,FDA approved,Ds|TYMS
936,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,713563.0,Exemestane,FDA approved,Ho|CYP19A1
937,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
938,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,719276.0,Fulvestrant,FDA approved,AM|Ho|ESR|SERM
939,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,719344.0,Anastrozole,FDA approved,Ho|CYP19A1
940,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,719345.0,Letrozole,FDA approved,Ho|CYP19A1
941,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,719627.0,Celecoxib,FDA approved,AM|PTGS2|COX2|NonCan:NSAID
942,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,721517.0,Zoledronate,FDA approved,AM|NonCan:Anti-bone resorp
943,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT"
944,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,733504.0,Everolimus,FDA approved,"PK:STK,MTOR"
945,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
946,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK
947,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR"
948,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,747599.0,Nilotinib,FDA approved,BCR-ABL|PK:YK
949,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,747971.0,Sorafenib,FDA approved,"PK:YK,PDGFR,BRAF,KIT,VEGFR,Multikinase"
950,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
951,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,747974.0,Raloxifene,FDA approved,Ho|SERM
952,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,749226.0,Abiraterone,FDA approved,Ho|CYP17A1
953,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,750690.0,Sunitinib,FDA approved,"PK:YK,PDGFR,KIT,VEGFR,Multikinase"
954,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
955,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,754143.0,Depsipeptide,FDA approved,HDAC
956,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,754230.0,pralatrexate,FDA approved,Df|CTNNB1|DHFR
957,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,755986.0,Vismodegib,FDA approved,SMO|PK:YK
958,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
959,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
960,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
